"site_zip","Number_Violations","Total_Penalty","Willful_Violations","Fatalities","Accidents","Repeat_Violations","Serious_Violations","text_Number_Violations","text_Total_Penalty","text_Fatalities","text_Willful_Violations","text_Serious_Violations","text_Repeat_Violations","lat","lon"
72761,16,43947.2,0,0,0,1,9,"Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20","Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20","Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20","Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20","Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20","Powell Feed & Milling, Inc.<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 1 repeat, 0 willful). <br />Total penalties: $43,947.20",36.165256,-94.456061
87930,16,12285,0,0,0,0,15,"Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285","Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285","Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285","Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285","Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285","Caballo Dairy Llc<br />Industry: Cattle Ranching and Farming<br />16 violations (15 serious, 0 repeat, 0 willful). <br />Total penalties: $12,285",32.850682,-107.443572
89434,16,9550,0,2,2,0,9,"Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550","Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550","Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550","Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550","Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550","Herman Menezes<br />Industry: Animal Food Manufacturing<br />16 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $9,550",39.541317,-119.650155
89502,16,2695,0,0,0,0,11,"Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695","Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695","Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695","Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695","Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695","Model Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $2,695",39.491314,-119.743845
90710,16,24863,0,0,0,1,4,"Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863","Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863","Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863","Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863","Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863","Corn Maiden<br />Industry: Animal Slaughtering and Processing<br />16 violations (4 serious, 1 repeat, 0 willful). <br />Total penalties: $24,863",33.799904,-118.298661
91710,16,47585,0,0,1,0,6,"American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585","American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585","American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585","American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585","American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585","American Beef Packers Inc.<br />Industry: Cattle Ranching and Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $47,585",34.00448,-117.684707
97801,16,3760,0,0,0,0,11,"Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760","Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760","Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760","Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760","Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760","Hill Meat Company<br />Industry: Animal Slaughtering and Processing<br />16 violations (11 serious, 0 repeat, 0 willful). <br />Total penalties: $3,760",45.670806,-118.823573
98027,16,17850,0,0,0,1,5,"Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850","Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850","Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850","Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850","Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850","Darigold Inc<br />Industry: Dairy Product Manufacturing<br />16 violations (5 serious, 1 repeat, 0 willful). <br />Total penalties: $17,850",47.493732,-121.998724
99301,16,3400,0,0,0,0,6,"Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400","Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400","Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400","Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400","Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400","Holes Ray E<br />Industry: Sheep and Goat Farming<br />16 violations (6 serious, 0 repeat, 0 willful). <br />Total penalties: $3,400",46.377835,-118.951726
13165,15,140022,0,0,0,1,8,"Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022","Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022","Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022","Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022","Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022","Summit Milk Products Llc<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 1 repeat, 0 willful). <br />Total penalties: $140,022",42.916639,-76.883297
13601,15,45000,0,0,0,0,13,"Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000","Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000","Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000","Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000","Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000","Aviagen North America Inc.<br />Industry: Poultry and Egg Production<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $45,000",43.968892,-75.906501
28398,15,27800,0,0,0,0,13,"The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800","The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800","The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800","The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800","The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800","The Pork Company<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $27,800",34.989776,-78.064151
30065,15,35000,0,0,0,0,8,"Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000","Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000","Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000","Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000","Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000","Tip Top Poultry, Inc.<br />Industry: Animal Slaughtering and Processing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $35,000",33.912,-84.557
30117,15,39535.79,0,0,0,0,3,"Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />15 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $39,535.79",33.581851,-85.132439
49037,15,14700,0,0,0,0,14,"Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700","Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700","Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700","Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700","Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700","Prairie Farms Dairy Inc<br />Industry: Dairy Product Manufacturing<br />15 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $14,700",42.330046,-85.244922
49930,15,4700,0,0,0,0,13,"Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700","Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700","Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700","Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700","Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700","Vandco Incorporated<br />Industry: Animal Slaughtering and Processing<br />15 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $4,700",47.16548,-88.539664
50317,15,39901,0,0,6,0,8,"Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901","Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901","Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901","Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901","Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901","Anderson Erickson Dairy<br />Industry: Dairy Product Manufacturing<br />15 violations (8 serious, 0 repeat, 0 willful). <br />Total penalties: $39,901",41.617463,-93.546621
