year,city,state,admin_financial,admin_judicial,admin_other,administration,air_transit,commercial_activ,correction,educ_elem_sec,educ_higher,education,education_services,envir_housing,fire,health,highways,hospitals,housing_commdevt,inspection,interest_general,libraries,misc,natural_resources,other_gen_spending,parking,parks_recreation,police,public_buildings,public_safety,public_welfare,seaport,sewerage,social_services,sp_empl_retire_tr,spend_intergovt,spend_liquor_store,spending_direct,spending_general,spending_utility,transportation,utility_elec,utility_gas,utility_transit,utility_water,waste_mgmt,welfare_cash,welfare_other,welfare_vendors,percentChange_police,percentChange_correction,percentChange_fire,percentChange_inspection,percentChange_public_safety,ratio_police_public_welfare,combined_police,combined_public_welfare,rank_public_safety,pct_social,pct_police,police_2017,police_1977,social_2017,social_1977
2007,Philadelphia,PA,49.47,191.06,38.91,397.09,225.74,0,368.88,1586.88,0.16,1587.04,1627,853.13,155.36,1054.44,97.24,0,462.81,23.96,409.26,39.96,489.17,0,489.17,76.86,96.65,422.87,117.66,971.07,398.36,5.51,214.25,1452.79,287.12,424.28,0,8078.99,6604.87,1187,405.35,0,754.92,276.53,155.56,79.42,0,196.61,201.75,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.0615272617732703,0.5149227378444529,0.4850772621555472,25,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2008,Philadelphia,PA,50.99,195.03,40.71,392.1,178.65,0,300.2,1594.75,0.15,1594.9,1636.24,845.54,145.22,1087.46,108.57,0,517.32,21.14,446.21,41.34,525.52,0,525.52,76.95,64.17,431.37,105.36,897.93,470.46,12.51,189,1557.92,450.87,431.95,0,8263.38,6678.12,1134.39,376.68,0,709.28,285.5,139.61,75.05,0,275.24,195.22,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,0.9169111082770055,0.47832740095139886,0.5216725990486012,31,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2009,Philadelphia,PA,89.34,161.36,39.97,400.74,114.97,0,321.39,1583.69,0.14,1583.84,1621.47,685.04,142.8,1110.09,126.83,0,432.39,19.29,398.54,37.63,491.56,0,491.56,80.05,51.8,431.37,110.07,914.85,343.87,11.22,143.38,1453.96,431.49,456,0,7807.15,6299.23,1076.43,333.06,0,664.49,303.86,108.07,57.47,0,202.28,141.6,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.2544566260505423,0.556434136525463,0.4435658634745369,39,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2010,Philadelphia,PA,67.74,203.52,33.56,391.09,200.1,0,280.9,1618.17,0,1618.17,1657.78,1132.15,144.49,971.21,107.44,0,464.97,17.31,368.78,39.62,440.69,0,440.69,81.06,299.13,428.94,86.26,871.64,392.47,8.04,295.48,1363.68,500.81,472.92,0,8345.85,6622.45,1222.59,396.63,0,694.6,332.71,195.27,72.57,0,221.46,171.01,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.0929242999464925,0.5221996323395137,0.4778003676604862,44,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2011,Philadelphia,PA,33.6,179.47,27.15,312.12,133.16,0,234.23,1606.15,0,1606.15,1633.05,826.09,128.07,899.97,111.93,0,476.25,16.75,333.6,26.89,414.55,0,414.55,80.83,54.7,369.68,71.89,748.73,276.42,8.46,232.18,1176.39,492.25,530,0,7281.42,5778.9,1010.27,334.39,0,520.97,320.17,169.13,62.95,0,133.38,143.04,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.337385138557268,0.5721714904813496,0.42782850951865037,61,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2012,Philadelphia,PA,36.06,217.21,29,357.5,134.21,0,191.45,1575.36,0,1575.36,1604.62,840.13,138.15,940.78,126.27,0,467.14,18.19,376.62,29.26,425.43,0,425.43,81.45,57.8,422.88,75.22,770.66,394.74,24.72,243.72,1335.52,474.29,567.77,0,7536.49,6077.15,985.04,366.66,0,528.46,309.91,146.68,71.48,0,202.53,192.21,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.0712874297005623,0.5172084831584355,0.48279151684156457,50,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2013,Philadelphia,PA,38.47,210.11,28.68,350.25,173.18,0,232.64,2025.9,0,2025.9,2054.43,777.06,140.48,896.09,188.96,0,388.9,17.34,374.74,28.53,403.71,0,403.71,83.61,57.06,440.31,72.99,830.76,291.57,10.86,265.85,1187.66,517.96,224.52,0,7844.64,6435.21,891.47,456.61,0,434.56,299.27,157.65,65.25,0,141.56,150.01,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.5101347875295812,0.6016150188555501,0.3983849811444499,40,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2014,Philadelphia,PA,51.37,211.2,37.14,405.86,186.79,0,242.07,1756.59,0,1756.59,1781.09,953.69,137.49,976.76,151.13,0,500.21,17.45,315.45,24.5,433.75,0,433.75,83.47,75.88,444.22,106.14,841.24,290.21,12.54,281.38,1266.98,485.2,207.8,0,7795.12,6431.98,877.94,433.93,0,391.37,291.41,195.15,96.22,0,141.61,148.6,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.530684676613487,0.6048500197432022,0.3951499802567977,34,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2015,Philadelphia,PA,58.58,212.36,59.62,456.69,214.41,0,242.76,1741.56,0,1741.56,1770.82,914.67,172.22,938.91,169.73,0,534.15,17.45,304.37,29.26,419.7,0,419.7,98.8,62.78,410.96,126.14,843.38,244.45,10.73,220.67,1183.36,521.99,195.99,0,7850.76,6386.66,942.1,493.68,0,392.06,317.88,232.17,97.07,0,96.57,147.87,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.6811617917774595,0.6270273569216216,0.3729726430783784,40,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2016,Philadelphia,PA,57.59,214.45,73.98,463.39,253.03,0,240.64,1821.71,0,1821.71,1855.47,895.29,154.13,1138.51,174.01,0,496.51,19.95,335.23,33.76,434.39,0,434.39,103.71,65.8,419.01,117.36,833.73,241.55,11.57,233.93,1380.05,672.04,231.24,0,8304.62,6739.86,892.72,542.3,0,403.02,342.71,146.99,99.05,0,95.95,145.59,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,1.7346719105775201,0.6343254208550322,0.3656745791449679,47,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
2017,Philadelphia,PA,60.53,215.41,73.36,471.59,250.26,0,236.4,1893.33,0,1893.33,1924.53,879.73,161.9,1069.3,179.45,0,471.19,20.88,324.13,31.2,520.73,0,520.73,97.2,64.72,427.15,122.29,846.32,127.25,0,245.97,1196.55,538.49,246.16,0,8096.33,6690.49,867.36,526.9,0,330.02,343.58,193.75,97.85,0,97.57,29.68,0.09497564726993067,1.551538046411225,0.287782373528476,-0.23263506063947084,0.3313616914170654,3.356777996070727,0.7704725829725829,0.22952741702741702,47,237.94808405438812,33.13616914170654,846.32,635.68,1667.74,493.49
1977,Phoenix,AZ,48.14,52.98,58.85,186.57,94,0,33.35,1547.46,0,1547.46,1578.89,416.85,108.04,46.08,219.01,153.89,53.46,15.02,127.47,31.43,233.26,54.93,233.26,7.89,110.34,284.18,26.6,440.58,7.92,0,98.96,207.9,17.51,5.97,0,4834.26,3512.41,1304.34,320.9,1117.8,0,0,186.54,99.16,0,7.92,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,35.881313131313135,0.9728859979459089,0.027114002054091063,61,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1978,Phoenix,AZ,50.92,45.69,58.92,179.61,146.35,0,36.04,1500.28,0,1500.28,1524.11,411.57,112.05,70.2,229.09,145.44,54.77,15.07,137.67,23.82,302.92,78.39,302.92,9,104.02,292.47,24.09,455.63,6.39,0,88.05,222.04,20.43,38.28,0,5242.61,3617.97,1604.2,384.44,1423.9,0,0,180.3,86.33,0,6.39,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,45.7699530516432,0.9786187512547682,0.021381248745231878,60,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1979,Phoenix,AZ,48.1,41.55,56.68,175.59,155.57,0,37.44,1437.57,0,1437.57,1460.05,432.95,107.74,69.34,241.64,132.27,60.85,14.85,122.6,22.48,256.13,78.96,256.13,2.99,114.42,281.49,29.26,441.52,8.44,0,98.33,210.05,22.43,28.15,0,5251.87,3499.09,1730.35,400.19,1552.44,0,0.09,177.83,80.4,0,8.41,0.03,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,33.35189573459716,0.9708895250577726,0.029110474942227432,55,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1980,Phoenix,AZ,46.58,37.3,52.18,158.76,191.09,0,37.18,1358.59,0,1358.59,1379.66,519.03,103.12,41.8,237.25,123.66,90.52,12.22,161.2,21.07,205.87,94.08,205.87,2.71,119.26,270.44,22.7,422.95,33.05,0,132.97,198.52,21.97,17.53,0,5124.91,3477.04,1625.9,431.05,1388.5,0,76.02,161.37,82.21,0,12.58,20.47,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,8.182753403933434,0.8911002009950905,0.10889979900490954,57,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1981,Phoenix,AZ,48.13,42.69,56.51,173.12,170.6,0,44.48,1282.38,0,1282.38,1302.69,544.55,107.92,35.36,231.69,127.76,83.78,12.32,183.24,20.31,138.76,108.22,138.76,2.55,114.95,265.89,25.78,430.61,40.09,0,155.69,203.22,20.55,15.47,0,4950.02,3381.05,1548.42,404.85,1309.04,0,77.49,161.89,81.91,0,14.47,25.63,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,6.632327263656771,0.8689783645989932,0.13102163540100661,57,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1982,Phoenix,AZ,49.43,48.13,54.99,173.86,166.78,0,52,1174.7,0,1174.7,1194.41,603.56,103.24,42.02,199.01,128.62,65.33,12.04,205.2,19.71,91.16,93.89,91.16,2.39,118.23,261.98,21.31,429.26,39.51,0,243.37,210.15,23.05,13.04,0,4624.08,3275.79,1325.24,368.18,1053.71,0,85.71,185.83,82.73,0,14.87,24.63,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,6.630726398380157,0.8689508773093635,0.13104912269063648,60,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1983,Phoenix,AZ,53.91,88.35,28.49,194.95,183.38,0,72.59,1226.03,0,1226.03,1247.67,546.49,113.96,36.75,281.09,128.58,91.97,10.74,210.89,21.64,101.66,83.55,101.66,2.45,107.7,280.98,24.2,478.26,50.99,0,188.57,216.32,24.2,50.45,0,5277.25,3463.16,1789.89,466.92,1492.14,0,101.58,196.17,74.7,0,9.54,41.45,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,5.510492253383016,0.8464017832936711,0.15359821670632887,52,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1984,Phoenix,AZ,50.53,90.64,29.16,181.69,192.71,0,77.95,1203.77,0,1203.77,1225.82,557.02,114.58,32.66,303.16,108.35,80.17,11.91,318.52,22.05,105.26,88.92,105.26,2.32,106.14,273.38,11.35,477.81,51.93,0,203.42,192.94,25.63,53.58,0,5081.85,3557.24,1498.99,498.18,1105.18,0,61.13,332.69,78.37,0,9.65,42.28,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,5.264394377046023,0.840367649319111,0.159632350680889,54,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1985,Phoenix,AZ,50.56,100.54,32.74,197.84,208.18,0,57.27,1309.68,0,1309.68,1332.96,578.33,121.02,35.76,340.64,108.96,94,14.04,356.65,23.28,103.42,80.95,103.42,2.49,149.43,276.7,14,469.04,55.92,0,172.23,200.64,30.31,49.44,0,5171.95,3790.21,1351.44,551.31,1103.37,0,69.15,178.91,81.72,0,7.27,48.65,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,4.948140200286122,0.8318802236786723,0.16811977632132766,65,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1986,Phoenix,AZ,52.3,112.67,37.61,217.08,162.56,0,72.88,1349.31,0,1349.31,1373.6,699.24,123.46,37.08,375.07,122.48,112.04,14.03,438.87,24.29,105.76,110.14,105.76,42.49,154.41,292.11,14.5,502.48,63.15,0,242.59,222.72,31.39,86.91,0,5710.69,4139.87,1539.42,580.12,1234.98,0,60.56,243.88,80.07,0,6.43,56.72,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,4.625653206650831,0.8222428643810168,0.1777571356189833,66,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1987,Phoenix,AZ,52.5,109.98,38.7,213.01,136.99,0,72.02,1460.68,0,1460.68,1486.44,505.87,127.74,43.42,378.21,122.57,85.31,14.26,495.43,25.76,109.48,85.97,109.48,15.71,120.54,292.87,11.83,506.88,74.2,0,132.95,240.2,32.78,80.13,0,5441.46,4088.21,1320.47,530.9,1052.73,0,64.33,203.4,81.1,0,8.32,65.88,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,3.947035040431267,0.7978587190454137,0.20214128095458633,67,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1988,Phoenix,AZ,57.59,117.63,34.77,233.88,163.2,0,73.82,1496.76,0,1496.76,1524.34,520.91,130.46,42.17,357.43,122.97,92.98,11.79,462.01,27.58,151.16,58.38,151.16,5.44,157.84,303.35,23.9,519.41,76.09,0,150.96,241.24,34.76,158.76,0,5561.74,4179.02,1347.95,526.07,1078.71,0,78.76,190.48,60.76,0,7.11,68.99,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,3.986726245235905,0.7994676365169723,0.2005323634830276,62,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1989,Phoenix,AZ,57.11,126.73,39.36,236.25,223.45,0,80.18,1549.49,0,1549.49,1589.51,569.22,151.06,38.35,321.2,119.82,106.24,11.65,453.37,40.02,156.74,76.42,156.74,11.24,162.9,305.89,13.05,548.77,60.42,0,152.27,218.59,43.28,168.44,0,5645.43,4328.34,1273.81,555.89,997.9,0,83.74,192.17,71.39,0,9.46,50.96,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,5.062727573651109,0.8350577379814911,0.16494226201850892,55,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1990,Phoenix,AZ,53.65,138.11,41.17,249.19,347.18,0,91.5,1556.59,0,1556.59,1600.55,679.41,148.78,57.72,348.79,129.53,119,11.06,454.22,43.96,142.78,120.46,142.78,6.7,166.17,322.26,16.25,573.59,97.59,0,192.94,284.84,46.45,117.06,0,6021.06,4687.25,1287.36,702.68,937.36,0,70.1,279.91,80.84,0,7.8,89.79,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,3.3021826006762987,0.7675598428010003,0.23244015719899963,49,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1991,Phoenix,AZ,56.37,133.83,40.9,242.5,202.64,0,94.21,1756.74,0,1756.74,1793.21,646.05,148.2,60.62,241.03,128.81,116.56,11.12,419.36,36.47,125.4,99.73,125.4,5.59,173.89,299.09,11.4,552.62,144.35,0,130.39,333.77,48.24,120.47,0,5752.81,4562.16,1142.41,449.25,821.03,0,64.91,256.47,125.48,0,6.91,137.44,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,2.0719778316591615,0.6744768176077937,0.3255231823922064,61,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1992,Phoenix,AZ,52.86,134.02,43.34,258.07,143.03,0,83.72,1541.13,0,1541.13,1571.23,455.14,142.57,61.39,168.7,133.07,108.97,10.31,409.27,30.1,139.95,68.31,139.95,11.21,121.02,296.04,27.84,532.65,154.43,0,88.74,348.89,50.38,123.96,0,5106.83,4038.14,1018.3,322.94,739.7,0,60.74,217.86,68.1,0,15.63,138.79,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.9169850417664962,0.6571802783759185,0.34281972162408153,68,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1993,Phoenix,AZ,52.15,137.51,43.09,252.98,176.63,0,80.36,1546.01,0,1546.01,1619.96,443.7,131,54.61,140.13,134.46,95.01,9.91,357.6,73.95,127.37,71.22,127.37,4.91,108.2,272.11,20.24,493.39,168.61,0,98.96,357.69,52.36,113.49,0,5055.16,3974.36,1028.45,321.67,760.17,0,78.4,189.88,70.31,0,11.58,157.03,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.6138425953383548,0.6174214921038301,0.38257850789616993,81,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1994,Phoenix,AZ,52.84,132.71,42.16,267.92,154,0,69.37,1557.42,0,1557.42,1583.81,570.22,142.14,45.15,152.65,140.62,104.46,10.52,341.32,26.39,144.39,74.92,144.39,4.28,190.79,290.04,40.21,512.07,166.91,0,136.5,352.67,52.72,108.47,0,5225.27,4083.33,1089.21,310.93,718.7,0,98.17,272.34,63.55,0,12.91,154,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.7377029536876163,0.63473027683554,0.36526972316445994,79,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1995,Phoenix,AZ,47.81,130.27,46.68,254.12,190.67,0,61.15,1558.63,0,1558.63,1587.98,578.39,146.26,50.97,139.82,143.32,113.2,11.28,325.33,29.35,135.96,74.24,135.96,4.69,181.47,286.22,29.35,504.91,155.13,0,127.51,349.43,53.65,124.15,0,5143.77,4071.27,1018.84,335.17,710.58,0,90.36,217.9,81.98,0,14.18,140.95,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.845033197962999,0.648510252633964,0.351489747366036,85,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1996,Phoenix,AZ,51.4,124.79,46.68,251.21,158.22,0,35.12,1545.92,0,1545.92,1576.12,575.9,158.5,31,146.72,115.32,104.99,12.46,306.55,30.19,135.41,57.86,135.41,2.46,201,287.92,28.34,494,189.52,0,135.05,335.84,55.95,131.65,0,5020.01,3982.42,981.64,307.4,633.12,0,74.79,273.73,76.99,0,23.96,165.56,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.519206416209371,0.6030495978552278,0.3969504021447721,97,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1997,Phoenix,AZ,50.03,125.57,45.73,252.21,173.24,0,52.07,1507.94,0,1507.94,1554.68,597.85,142.44,23.43,134.27,103.32,105.91,11.77,289.15,46.74,150.15,53.1,150.15,2.2,251.04,306.46,30.87,512.74,180.74,0,116.97,307.49,56.92,122.85,0,5058.84,3973.99,1027.93,309.72,693.04,0,74.83,260.05,70.83,0,17.65,163.1,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.6955848179705653,0.6290229885057471,0.3709770114942529,93,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1998,Phoenix,AZ,40.41,128.59,43.84,232.39,167.81,0,53.98,1533.15,0,1533.15,1573.09,655.82,142.66,24.21,160.52,99.95,102.94,10.49,286.05,39.94,170.43,58.61,170.43,3.18,203.04,314.48,19.55,521.61,160.54,0,223.16,284.7,57.47,120.02,0,5143.84,4055.6,1030.78,331.51,636.19,0,73.39,321.19,68.06,0,11.44,149.11,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.9588887504671735,0.662035282724938,0.3379647172750621,95,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1999,Phoenix,AZ,89.84,141.07,43.78,289.57,407.4,0,31.68,1632.76,0,1632.76,1668.25,605.32,139.59,29.2,164.04,92.94,98.68,0.36,285.74,35.49,140.04,66.93,140.04,3.35,193.86,321.07,14.89,492.71,155.52,0,161.68,277.65,64.02,125.3,0,5505.28,4334.07,1107.2,574.78,686.29,0,66.68,354.23,84.17,0,2.68,152.83,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,2.0644933127572016,0.6736817809857529,0.32631821901424707,107,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2000,Phoenix,AZ,82.63,140.9,50.18,289.27,366.67,0,95.5,1568.33,0,1568.33,1603.6,604.44,178.13,36.73,161.63,98.17,97.53,0,314.44,35.28,142.44,72.58,142.44,1.43,190.29,312.26,15.56,585.9,154.09,0,154.58,288.98,67.72,75.78,0,5531.51,4358.8,1105,529.72,668.33,0,73.71,362.95,89.45,0,1.41,152.68,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,2.0264780323187748,0.6695829312747935,0.3304170687252064,79,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2001,Phoenix,AZ,63.61,134.71,47.28,253.64,338.35,0,112.77,1531.86,0,1531.86,1564.39,628.75,143.34,31.97,131.21,105.17,84.33,0,342.45,32.53,138.24,69.93,138.24,2.19,193.08,294.34,8.04,550.45,151.38,0,143.79,288.52,73.39,90.51,0,5892.79,4238.19,1581.21,471.75,1078.13,0,134.69,368.4,137.61,0,0.94,150.44,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.9443783855198837,0.6603697388495019,0.3396302611504981,92,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2002,Phoenix,AZ,54.13,135.08,44.76,244.88,397.63,0,159.97,1569.13,0,1569.13,1602.56,674.55,160.27,32.93,130.82,107.88,101.09,0,316.58,33.43,148.26,58.31,148.26,2.19,204.93,324.85,10.92,645.09,147.62,0,167.91,288.43,68.76,98.23,0,6142.95,4450.99,1623.2,530.64,1064.08,0,160.97,398.15,142.31,0,4.03,143.59,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,2.200582576886601,0.6875568819184287,0.3124431180815713,72,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2003,Phoenix,AZ,56.3,131.35,41.26,248.63,225.49,0,165.91,1605.09,0,1605.09,1637.68,594.02,172.02,29.44,93.54,143.14,101.08,0,326.23,32.58,153.11,56.11,153.11,2.18,173.24,332.47,19.72,670.4,170.89,0,187.64,343.46,71.35,111.08,0,5495.64,4294.74,1129.55,321.21,732.57,0,148.13,248.85,75.95,0,6.73,164.16,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.9455205102697646,0.6605014303877941,0.3394985696122059,58,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2004,Phoenix,AZ,60.77,132.94,40.51,252.62,501.43,0,127.39,1664.21,0,1664.21,1702.59,707.75,168.76,32.98,101.41,139.34,110.96,0,291.76,38.38,223.93,66.42,223.93,2.06,320.18,346.09,18.39,642.24,192.45,0,125.94,364.77,75.1,200.85,0,6167.9,4790.56,1302.24,604.89,759.56,0,258.56,284.13,84.24,0,6.08,186.37,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,1.7983372304494674,0.6426449288817915,0.35735507111820847,70,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2005,Phoenix,AZ,58.29,127.81,38.96,238.06,476.43,0,118.89,1617.2,0,1617.2,1656.74,652.61,175.26,28.34,137.64,174.98,110.93,0,289.67,39.53,226.59,62.46,226.59,1.92,240.04,383.47,13.01,677.63,148.44,0,126.58,351.76,79.84,106.96,0,6195.89,4709.06,1406.99,616,705.52,0,222.34,479.13,112.61,0,1.13,147.31,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,2.5833333333333335,0.7209302325581395,0.2790697674418604,63,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2006,Phoenix,AZ,54.69,134.57,43.22,249.26,246.8,0,121.66,1672.84,0,1672.84,1711.46,908.27,160.61,27.79,155.85,184.89,90.33,0,317.3,38.62,218.03,58.75,218.03,2.02,497.91,338.71,16.78,620.97,32.66,0,174.16,245.34,83.41,118.8,0,6177.69,4675.3,1418.98,404.67,769.36,0,366.07,283.55,87.14,0,2.57,30.09,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,10.37078995713411,0.9120553625764062,0.08794463742359371,88,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2007,Phoenix,AZ,37.72,134.66,34.41,220.73,359.86,0,121.96,1777.06,0,1777.06,1814.2,912.84,206.89,30.19,249.61,190.39,105.13,40.04,262.12,37.15,113.43,56.91,113.43,3.86,322.26,403.15,13.93,772.05,19.81,0,335.72,240.39,84.59,73.48,0,6418.47,4949.08,1384.79,613.32,815.98,0,380.9,187.91,92.82,5.01,14.8,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,20.35083291267037,0.9531634197087195,0.046836580291280495,58,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2008,Phoenix,AZ,40.65,137.89,30.08,224.58,318.85,0,122.61,1746.01,0,1746.01,1786.83,1035.09,215.28,28.36,206.4,164.51,156.94,37.13,328.08,40.82,117.94,28.01,117.94,1.26,401.71,394.33,15.96,769.34,10.72,0,363.1,203.58,114.02,53.68,0,6640.39,4991.97,1534.41,526.52,903.38,0,453.46,177.57,85.33,4.01,6.71,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,36.78451492537313,0.9735341315886927,0.026465868411307245,56,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2009,Phoenix,AZ,34.61,134.74,27.9,210.75,346.84,0,118.72,1697.11,0,1697.11,1739.06,971.64,220.72,29.78,207.81,185.67,134.73,27.63,334.66,41.95,100.86,27.99,100.86,1.22,338.82,405.5,13.5,772.57,15.05,0,371.91,230.5,113.17,55.23,0,6642.08,4915.92,1612.99,555.88,1000.39,0,430.12,182.49,98.18,6.77,8.27,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,26.943521594684384,0.9642135299013197,0.0357864700986803,65,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2010,Phoenix,AZ,29.59,128.7,22.53,187.1,369.73,0,110.19,1581.71,0,1581.71,1616.62,695.54,231.36,29.15,157.14,190.36,113.72,17.83,350.66,34.9,143.82,21.97,143.82,0.98,164.73,410.58,6.28,769.96,7.29,0,309.43,226.81,120.6,30.79,0,5949.43,4518.36,1310.46,527.85,777.6,0,351.06,181.8,85.7,2.43,4.87,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,56.32098765432099,0.9825543829420633,0.01744561705793668,63,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
